USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  25944 17216 ?        Ss   janv.19   0:01 /usr/lib/systemd/systemd --switched-root --system --deserialize=55
root         959  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:1]
root         960  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:2]
root         976  0.1  0.0      0     0 ?        S    janv.19   1:43 [nvidia-modeset/kthread_q]
root         977  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-modeset/deferred_close_kthread_q]
root         978  0.0  0.0      0     0 ?        S    janv.19   0:00 [irq/200-nvidia]
root         980  0.0  0.0      0     0 ?        S    janv.19   0:00 [nv_queue]
root        1014  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:3]
root        1015  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kcopyd]
root        1016  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-dm-thin]
root        1017  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:4]
root        1034  0.0  0.0  76736 21196 ?        SLsl janv.19   0:00 /usr/bin/dmeventd -f
root        1038  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:5]
root        1039  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:6]
root        1043  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:7]
root        1048  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:8]
root        1054  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:9]
root        1058  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:10]
root        1062  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:11]
root        1066  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfsalloc]
root        1067  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs_mru_cache]
root        1068  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-buf/nvme2n1p1]
root        1069  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-conv/nvme2n1p1]
root        1070  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-reclaim/nvme2n1p1]
root        1071  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-buf/nvme2n1p3]
root        1072  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-conv/nvme2n1p3]
root        1073  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-buf/dm-0]
root        1074  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-conv/dm-0]
root        1075  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-blockgc/nvme2n1p1]
root        1076  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-inodegc/nvme2n1p1]
root        1077  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-reclaim/nvme2n1p3]
root        1078  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-blockgc/nvme2n1p3]
root        1079  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-reclaim/dm-0]
root        1080  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-blockgc/dm-0]
root        1081  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-inodegc/nvme2n1p3]
root        1082  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-inodegc/dm-0]
root        1083  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-log/nvme2n1p1]
root        1084  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-cil/nvme2n1p1]
root        1085  0.0  0.0      0     0 ?        S    janv.19   0:03 [xfsaild/nvme2n1p1]
root        1086  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-log/nvme2n1p3]
root        1087  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-cil/nvme2n1p3]
root        1088  0.0  0.0      0     0 ?        S    janv.19   0:00 [xfsaild/nvme2n1p3]
root        1089  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-log/dm-0]
root        1090  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xfs-cil/dm-0]
root        1091  0.0  0.0      0     0 ?        S    janv.19   0:00 [xfsaild/dm-0]
root        1093  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:12]
root        1098  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-kdmflush/252:13]
systemd+    1151  0.0  0.0  17172  9176 ?        Ss   janv.19   0:17 /usr/lib/systemd/systemd-oomd
systemd+    1152  0.0  0.0  26880 14896 ?        Ss   janv.19   0:04 /usr/lib/systemd/systemd-resolved
dbus        1164  0.0  0.0   9720  5236 ?        Ss   janv.19   0:00 /usr/bin/dbus-broker-launch --scope system --audit
dbus        1171  0.0  0.0   8788  6788 ?        S    janv.19   0:00 dbus-broker --log 10 --controller 9 --machine-id e4b85db5e52c457ba56710060dd15414 --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
avahi       1174  0.0  0.0   6588  4668 ?        Ss   janv.19   0:00 avahi-daemon: running [x570.local]
root        1175  0.0  0.0   9356  6108 ?        Ss   janv.19   0:00 /usr/libexec/bluetooth/bluetoothd
chrony      1177  0.0  0.0  86260  6572 ?        Ss   janv.19   0:00 /usr/sbin/chronyd -n -F 2
root        1183  0.0  0.0 370352 52920 ?        Ssl  janv.19   0:00 /usr/bin/python3 -sP /usr/bin/firewalld --nofork --nopid
root        1185  0.0  0.0  81140  4496 ?        Ssl  janv.19   0:02 /usr/sbin/irqbalance
rtkit       1201  0.0  0.0  21728  3640 ?        SNsl janv.19   0:00 /usr/libexec/rtkit-daemon
root        1204  0.0  0.0 2305628 6404 ?        Ssl  janv.19   0:00 /usr/bin/scx_loader
root        1206  0.0  0.0  10128  6528 ?        Ss   janv.19   0:00 /usr/bin/smartd -n -q never --capabilities=mail
root        1215  0.0  0.0 534736 10692 ?        Ssl  janv.19   0:00 /usr/libexec/accounts-daemon
root        1245  0.0  0.0 531488  8808 ?        Ssl  janv.19   0:00 /usr/libexec/switcheroo-control
root        1249  0.0  0.0  17672  9828 ?        Ss   janv.19   0:00 /usr/lib/systemd/systemd-homed
root        1252  0.0  0.0  17572 10136 ?        Ss   janv.19   0:00 /usr/lib/systemd/systemd-logind
root        1255  0.0  0.0  17240  9400 ?        Ss   janv.19   0:00 /usr/lib/systemd/systemd-machined
root        1263  0.0  0.0 544016 16592 ?        Ssl  janv.19   0:01 /usr/libexec/udisks2/udisksd
root        1267  0.0  0.0 542160 12852 ?        Ssl  janv.19   0:00 /usr/libexec/upowerd
root        1305  0.0  0.0      0     0 ?        S    janv.19   0:00 [psimon]
avahi       1317  0.0  0.0   6440  1672 ?        S    janv.19   0:00 avahi-daemon: chroot helper
root        1322  0.0  0.0   4932  3456 ?        SNs  janv.19   0:00 /usr/sbin/alsactl -s -n 19 -c -E ALSA_CONFIG_PATH=/etc/alsa/alsactl.conf --initfile=/lib/alsa/init/00main rdaemon
polkitd     1333  0.0  0.0 384444 13000 ?        Ssl  janv.19   0:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root        1351  0.0  0.0 306176  7464 ?        Ssl  janv.19   0:00 /usr/libexec/uresourced
root        1388  0.0  0.0 410496 33944 ?        Sl   janv.19   0:03 scx_bpfland
root        1410  0.0  0.0      0     0 ?        S    janv.19   0:00 [UVM global queue]
root        1411  0.0  0.0      0     0 ?        S    janv.19   0:00 [UVM deferred release queue]
root        1412  0.0  0.0      0     0 ?        S    janv.19   0:00 [UVM Tools Event Queue]
root        1466  0.0  0.0 557668 21608 ?        Ssl  janv.19   0:01 /usr/bin/NetworkManager --no-daemon
root        1488  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-rpciod]
root        1489  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-xprtiod]
root        1507  0.5  0.0 501952 55748 ?        Ssl  janv.19   6:04 /usr/bin/coolercontrold
root        1508  0.0  0.0 252576 11452 ?        Ss   janv.19   0:00 /usr/bin/cupsd -l
root        1509  0.0  0.0 282388  6768 ?        Ssl  janv.19   0:00 /usr/bin/gssproxy -i
root        1510  0.0  0.2 548120 159152 ?       Ss   janv.19   0:00 /usr/bin/python3 -m proton.vpn.daemon
root        1513  0.0  0.0   8940  4844 ?        Ss   janv.19   0:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        1517  0.0  0.0 499796 36980 ?        Ssl  janv.19   0:02 /usr/bin/python3 -Es /usr/sbin/tuned -l -P
colord      1538  0.0  0.0 538384 14692 ?        Ssl  janv.19   0:00 /usr/libexec/colord
root        1550  0.0  0.0 498304 32784 ?        Ssl  janv.19   0:01 /usr/bin/python3 -Es /usr/sbin/tuned-ppd -l
root        1606  0.0  0.3 1024316 208928 ?      Ssl  janv.19   0:04 /usr/sbin/rsyslogd -n
root        1610  0.0  0.0 316900 29888 ?        Ss   janv.19   0:00 /usr/bin/smbd --foreground --no-process-group
root        1615  0.0  0.0   5116  3212 ?        Ss   janv.19   0:00 /usr/sbin/atd -f
root        1616  0.0  0.0 232572  5360 ?        Ss   janv.19   0:00 /usr/sbin/crond -n
root        1617  0.0  0.0 384552 28628 ?        Ssl  janv.19   0:00 /usr/bin/sddm
sheepde+    1618  0.0  0.0  23504 16676 ?        Ss   janv.19   0:01 /usr/lib/systemd/systemd --user
sheepde+    1657  0.0  0.0  16768  3232 ?        S    janv.19   0:00 (sd-pam)
sheepde+    1691  0.0  0.0   9100  4524 ?        Ss   janv.19   0:00 /usr/bin/dbus-broker-launch --scope user
sheepde+    1817  0.0  0.0   9724  7844 ?        S    janv.19   0:02 dbus-broker --log 11 --controller 10 --machine-id e4b85db5e52c457ba56710060dd15414 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
sheepde+    1830  0.0  0.0   1056   684 ?        S    janv.19   0:00 catatonit -P
root        1874  0.0  0.0 314220  6700 ?        S    janv.19   0:00 /usr/bin/smbd --foreground --no-process-group
root        1875  0.0  0.0 314228  6468 ?        S    janv.19   0:00 /usr/bin/smbd --foreground --no-process-group
sheepde+    1948  0.0  0.0 191996  9360 ?        Ss   janv.19   0:01 /usr/bin/pasta --config-net -t 127.0.0.1/5001-5001:5000-5000 --dns-forward 169.254.1.1 -u none -T none -U none --no-map-gw --quiet --netns /run/user/1000/netns/netns-29efe231-48db-95f9-7e1d-f81ff40c9107 --map-guest-addr 169.254.1.2
sheepde+    1954  0.0  0.0   4112  1780 ?        Ss   janv.19   0:00 /usr/bin/fuse-overlayfs -o lowerdir=/run/user/1000/libpod/tmp/infra-container,upperdir=/home/sheepdestroyer/.local/share/containers/storage/overlay-containers/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463/rootfs/upper,workdir=/home/sheepdestroyer/.local/share/containers/storage/overlay-containers/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463/rootfs/work,private /home/sheepdestroyer/.local/share/containers/storage/overlay-containers/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463/rootfs/merge
sheepde+    1961  0.0  0.0 234936  2140 ?        Ss   janv.19   0:00 /usr/bin/conmon --api-version 1 -c 124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463 -u 124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463 -r /usr/bin/crun -b /home/sheepdestroyer/.local/share/containers/storage/overlay-containers/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463/userdata -p /run/user/1000/containers/overlay-containers/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463/userdata/pidfile -n systemd-sheepvibespod-infra --exit-dir /run/user/1000/libpod/tmp/exits --persist-dir /run/user/1000/libpod/tmp/persist/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463 --full-attach -s -l journald --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/run/user/1000/containers/overlay-containers/124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463/userdata/oci-log --conmon-pidfile /run/user/1000/sheepvibespod-pod.pid --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /home/sheepdestroyer/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /home/sheepdestroyer/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --storage-opt --exit-command-arg overlay.mount_program=/usr/bin/fuse-overlayfs --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg 124918627e72f711121e93e63c916f87b5d9d9291d180dfea2d502daa587e463
sheepde+    1963  0.0  0.0   1056   692 ?        Ss   janv.19   0:00 /catatonit -P
sheepde+    2008  0.0  0.0   5320  1984 ?        Ss   janv.19   0:00 /usr/bin/fuse-overlayfs -o lowerdir=/home/sheepdestroyer/.local/share/containers/storage/overlay/l/WFNAD46X7DR7RALHUJLQ5YFQRP:/home/sheepdestroyer/.local/share/containers/storage/overlay/l/247QCCE2IGYN5KVPYHQWCDFI2M:/home/sheepdestroyer/.local/share/containers/storage/overlay/l/OYTQISDOO5HNPB7WW2IO5ITVYP:/home/sheepdestroyer/.local/share/containers/storage/overlay/l/IR3U6BLY4JTJXSSKXWN4DA64M3:/home/sheepdestroyer/.local/share/containers/storage/overlay/l/NG5C6QEHIMVDPOB26RURZS7IRB:/home/sheepdestroyer/.local/share/containers/storage/overlay/l/D2QFSEEK3S6Q7UZQYBKFLE3S7H:/home/sheepdestroyer/.local/share/containers/storage/overlay/l/UCUKHBKJS6IH4NJEWFQ4DA33M5,upperdir=/home/sheepdestroyer/.local/share/containers/storage/overlay/ff4ff7884f15533881936b438b3eb2bf6efc90bfc96fa589c1164b0ef0f618c2/diff,workdir=/home/sheepdestroyer/.local/share/containers/storage/overlay/ff4ff7884f15533881936b438b3eb2bf6efc90bfc96fa589c1164b0ef0f618c2/work,volatile /home/sheepdestroyer/.local/share/containers/storage/overlay/ff4ff7884f15533881936b438b3eb2bf6efc90bfc96fa589c1164b0ef0f618c2/merged
sheepde+    2013  0.0  0.0 234936  2364 ?        Ss   janv.19   0:00 /usr/bin/conmon --api-version 1 -c e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47 -u e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47 -r /usr/bin/crun -b /home/sheepdestroyer/.local/share/containers/storage/overlay-containers/e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47/userdata -p /run/user/1000/containers/overlay-containers/e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47/userdata/pidfile -n sheepvibes-redis --exit-dir /run/user/1000/libpod/tmp/exits --persist-dir /run/user/1000/libpod/tmp/persist/e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47 --full-attach -l journald --log-level warning --syslog --runtime-arg --log-format=json --runtime-arg --log --runtime-arg=/run/user/1000/containers/overlay-containers/e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47/userdata/oci-log --conmon-pidfile /run/user/1000/containers/overlay-containers/e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47/userdata/conmon.pid --exit-command /usr/bin/podman --exit-command-arg --root --exit-command-arg /home/sheepdestroyer/.local/share/containers/storage --exit-command-arg --runroot --exit-command-arg /run/user/1000/containers --exit-command-arg --log-level --exit-command-arg warning --exit-command-arg --cgroup-manager --exit-command-arg systemd --exit-command-arg --tmpdir --exit-command-arg /run/user/1000/libpod/tmp --exit-command-arg --network-config-dir --exit-command-arg  --exit-command-arg --network-backend --exit-command-arg netavark --exit-command-arg --volumepath --exit-command-arg /home/sheepdestroyer/.local/share/containers/storage/volumes --exit-command-arg --db-backend --exit-command-arg sqlite --exit-command-arg --transient-store=false --exit-command-arg --hooks-dir --exit-command-arg /usr/share/containers/oci/hooks.d --exit-command-arg --runtime --exit-command-arg crun --exit-command-arg --storage-driver --exit-command-arg overlay --exit-command-arg --storage-opt --exit-command-arg overlay.mount_program=/usr/bin/fuse-overlayfs --exit-command-arg --events-backend --exit-command-arg journald --exit-command-arg container --exit-command-arg cleanup --exit-command-arg --stopped-only --exit-command-arg --rm --exit-command-arg e0b81ce2803f22761dfd37083b98d785abd4df3cb48033462f45f505cf6dca47
525286      2015  0.0  0.0  66308 22412 ?        Ssl  janv.19   0:33 redis-server *:6379
root        2109  0.0  0.0      0     0 ?        S<   janv.19   0:00 [krfcommd]
root        2320  0.0  0.0 308168 46768 ?        S    janv.19   0:00 /usr/libexec/sddm-helper --socket /tmp/sddm-auth-985d3c51-e178-4d89-8022-7d2e37e73a44 --id 1 --start /usr/libexec/plasma-dbus-run-session-if-needed /usr/bin/startplasma-wayland --user sheepdestroyer
sheepde+    2337  0.0  0.3 935484 224568 ?       SLl  janv.19   0:00 /usr/bin/ksecretd --pam-login 12 13
sheepde+    2339  0.0  0.1 537656 76196 tty2     Ssl+ janv.19   0:00 /usr/bin/startplasma-wayland
sheepde+    2431  0.0  0.0 382976 39640 ?        Ssl  janv.19   0:00 /usr/bin/kwin_wayland_wrapper --xwayland
sheepde+    2432  0.0  0.0 382116 10448 ?        Ssl  janv.19   0:00 /usr/libexec/uresourced --user
sheepde+    2443  0.0  0.0 268901476 51244 ?     SNsl janv.19   0:00 /usr/libexec/kf6/baloo_file
sheepde+    2444  0.0  0.0 539952 21756 ?        Ssl  janv.19   0:00 /usr/libexec/gvfsd
sheepde+    2445  0.0  0.0 333256 28532 ?        S<sl janv.19   0:53 /usr/bin/pipewire
sheepde+    2446  0.0  0.0 941316 42116 ?        S<sl janv.19   0:02 /usr/bin/wireplumber
sheepde+    2447  0.0  0.0 406872 28032 ?        S<sl janv.19   0:35 /usr/bin/pipewire-pulse
sheepde+    2448  1.2  0.6 2059004 416640 ?      Sl   janv.19  14:11 /usr/bin/kwin_wayland --wayland-fd 7 --socket wayland-0 --xwayland-fd 8 --xwayland-fd 9 --xwayland-display :0 --xwayland-xauthority /run/user/1000/xauth_pPnkMO --xwayland
sheepde+    2461  0.0  0.0 613636 19244 ?        Sl   janv.19   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
sheepde+    2484  0.0  0.0 995384 33744 ?        Ssl  janv.19   0:00 /usr/libexec/xdg-desktop-portal
sheepde+    2493  0.0  0.0 531428 19096 ?        Ssl  janv.19   0:00 /usr/libexec/xdg-permission-store
sheepde+    2499  0.0  0.0 911864 21200 ?        Ssl  janv.19   0:00 /usr/libexec/xdg-document-portal
root        2505  0.0  0.0   2588  2056 ?        Ss   janv.19   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
root        2552  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-28]
root        2557  0.0  0.0      0     0 ?        S    janv.19   0:03 [nvidia-drm/timeline-29]
sheepde+    2560  0.0  0.4 1605356 292176 ?      Sl   janv.19   0:00 /usr/bin/maliit-keyboard
sheepde+    2570  0.1  0.3 466904 220368 ?       S    janv.19   1:16 /usr/bin/Xwayland :0 -auth /run/user/1000/xauth_pPnkMO -listenfd 8 -listenfd 9 -displayfd 98 -wm 106 -rootless -enable-ei-portal
root        2572  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-2a]
root        2583  0.0  0.0      0     0 ?        S    janv.19   0:01 [nvidia-drm/timeline-2c]
sheepde+    2593  0.0  0.0 380828  7896 ?        Ssl  janv.19   0:00 /usr/libexec/at-spi-bus-launcher
sheepde+    2615  0.0  0.0   8972  4344 ?        S    janv.19   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
sheepde+    2617  0.0  0.0   5216  3336 ?        S    janv.19   0:00 dbus-broker --log 10 --controller 9 --machine-id e4b85db5e52c457ba56710060dd15414 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
sheepde+    2622  0.0  0.2 666848 161232 ?       Ssl  janv.19   0:00 /usr/bin/ksmserver
sheepde+    2624  0.0  0.4 2362124 264212 ?      Ssl  janv.19   0:04 /usr/bin/kded6
root        2638  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-3c]
root        2639  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-3d]
root        2640  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-3e]
sheepde+    2645  0.0  0.9 3008328 603128 ?      Ssl  janv.19   0:26 /usr/bin/plasmashell --no-respawn
sheepde+    2646  0.0  0.0 168428  7912 ?        Ssl  janv.19   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
sheepde+    2697  0.0  0.0 164052  6264 ?        Ssl  janv.19   0:00 /usr/libexec/dconf-service
sheepde+    2705  0.0  0.3 934924 228696 ?       Ssl  janv.19   0:00 /usr/bin/kwalletmanager5 --kwalletd
root        2706  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-40]
sheepde+    2708  0.0  0.1 891120 71052 ?        Ssl  janv.19   0:06 /usr/libexec/kactivitymanagerd
sheepde+    2721  0.0  0.0  47680  8596 ?        Ss   janv.19   0:00 /usr/libexec/bluetooth/obexd
sheepde+    2723  0.0  0.0 459960 46480 ?        Ssl  janv.19   0:00 /usr/bin/gmenudbusmenuproxy
sheepde+    2724  0.0  0.2 667052 161460 ?       Ssl  janv.19   0:00 /usr/bin/kaccess
sheepde+    2726  0.0  0.3 1085760 221060 ?      Ssl  janv.19   0:00 /usr/libexec/kf6/polkit-kde-authentication-agent-1
sheepde+    2727  0.0  0.1 1141944 88404 ?       Ssl  janv.19   0:08 /usr/libexec/org_kde_powerdevil
sheepde+    2728  0.0  0.4 1922780 307596 ?      Ssl  janv.19   0:01 /usr/libexec/xdg-desktop-portal-kde
sheepde+    2729  0.0  0.0 459392 45944 ?        Ssl  janv.19   0:00 /usr/bin/xembedsniproxy
sheepde+    2730  0.0  0.0   8688  6332 ?        Ss   janv.19   0:00 /usr/bin/ssh-agent -D
sheepde+    2756  0.0  0.0   7848  4652 ?        S    janv.19   0:00 /usr/bin/xsettingsd
root        2766  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-41]
sheepde+    2791  0.0  0.3 1094000 225400 ?      SLsl janv.19   0:00 /usr/bin/kwalletd6
root        2803  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-42]
root        2805  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-45]
root        2806  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-46]
root        2810  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-48]
sheepde+    2846  0.0  0.4 1386024 265648 ?      Ssl  janv.19   0:37 /usr/bin/kdeconnectd
root        2851  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-52]
sheepde+    2920  0.0  0.0 513048 35168 ?        Ssl  janv.19   0:00 /usr/bin/abrt-applet --gapplication-service
sheepde+    2921  0.0  0.0   3748  2440 ?        Ss   janv.19   0:00 /usr/bin/bwrap --args 40 -- /app/libexec/deja-dup/deja-dup-monitor
sheepde+    2932  0.0  0.3 1160912 228812 ?      Ssl  janv.19   0:00 /usr/bin/xwaylandvideobridge
sheepde+    2934  0.0  0.1 937724 104932 ?       Ssl  janv.19   0:00 /usr/bin/python3 -sP /usr/bin/solaar --window=hide
sheepde+    2936  0.0  0.0 397020 46480 ?        Ssl  janv.19   0:00 /usr/bin/kunifiedpush-distributor
sheepde+    2938  0.0  0.0 715064 37804 ?        Ssl  janv.19   0:00 /usr/libexec/xdg-desktop-portal-gtk
sheepde+    2941  0.0  0.0 541772 21168 ?        Ssl  janv.19   0:00 /usr/libexec/geoclue-2.0/demos/agent
sheepde+    2946  0.0  0.3 1354252 240520 ?      Ssl  janv.19   0:00 /usr/libexec/DiscoverNotifier --check-delay 20
sheepde+    2947  0.0  0.4 1467744 286648 ?      Ssl  janv.19   0:00 /usr/bin/kalendarac
root        2978  0.0  0.0 554288 29124 ?        Ssl  janv.19   0:00 /usr/sbin/abrt-dbus -t133
sheepde+    2981  0.0  0.0 531408 18980 ?        Ssl  janv.19   0:00 /usr/libexec/flatpak-session-helper
sheepde+    2991  0.0  0.0   4072  1080 ?        Ss   janv.19   0:00 server --sh -n /run/user/1000/.flatpak-helper/pkcs11-flatpak-2981 --provider p11-kit-trust.so pkcs11:model=p11-kit-trust?write-protected=yes
sheepde+    2999  0.0  0.0   3748  2284 ?        S    janv.19   0:00 /usr/bin/bwrap --args 43 -- /usr/bin/xdg-dbus-proxy --args=40
sheepde+    3000  0.0  0.0 457220 17920 ?        Sl   janv.19   0:00 /usr/bin/xdg-dbus-proxy --args=40
sheepde+    3007  0.0  0.0   3756  1656 ?        S    janv.19   0:00 /usr/bin/bwrap --args 40 -- /app/libexec/deja-dup/deja-dup-monitor
sheepde+    3009  0.0  0.0 391748 10976 ?        Sl   janv.19   0:00 /app/libexec/deja-dup/deja-dup-monitor
root        3023  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-5b]
root        3029  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-5d]
root        3050  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-5e]
sheepde+    3053  0.0  0.3 1086868 222212 ?      Sl   janv.19   0:00 /usr/bin/akonadi_control
root        3058  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-5f]
sheepde+    3060  0.0  0.1 2073652 68448 ?       Sl   janv.19   0:00 /usr/bin/akonadiserver
sheepde+    3066  0.0  0.0 2029696 58336 ?       Sl   janv.19   0:01 /usr/libexec/mysqld --defaults-file=/home/sheepdestroyer/.local/share/akonadi/mysql.conf --datadir=/home/sheepdestroyer/.local/share/akonadi/db_data/ --socket=/run/user/1000/akonadi/mysql.socket --pid-file=/run/user/1000/akonadi/mysql.pid
root        3076  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-dio/nvme2n1p1]
sheepde+    3098  0.0  0.0 508940 54064 ?        Sl   janv.19   0:00 /usr/bin/akonadi_birthdays_resource --identifier akonadi_birthdays_resource
sheepde+    3099  0.0  0.0 507252 53388 ?        Sl   janv.19   0:00 /usr/bin/akonadi_contacts_resource --identifier akonadi_contacts_resource_0
sheepde+    3100  0.0  0.0 509236 55800 ?        Sl   janv.19   0:00 /usr/bin/akonadi_ical_resource --identifier akonadi_ical_resource_0
